gene,source,term_id,term_name
MYC,REAC,R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling
MYC,REAC,R-HSA-69202,Cyclin E associated events during G1/S transition 
MYC,REAC,R-HSA-69206,G1/S Transition
MYC,REAC,R-HSA-69242,S Phase
MYC,REAC,R-HSA-69278,"Cell Cycle, Mitotic"
MYC,REAC,R-HSA-69656,Cyclin A:Cdk2-associated events at S phase entry
MYC,REAC,R-HSA-73857,RNA Polymerase II Transcription
MYC,REAC,R-HSA-74160,Gene expression (Transcription)
MYC,REAC,R-HSA-8864260,Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors
MYC,REAC,R-HSA-8866911,TFAP2 (AP-2) family regulates transcription of cell cycle factors
MYC,REAC,R-HSA-8878159,Transcriptional regulation by RUNX3
MYC,REAC,R-HSA-8939211,ESR-mediated signaling
MYC,REAC,R-HSA-8951430,RUNX3 regulates WNT signaling
MYC,REAC,R-HSA-8953897,Cellular responses to stimuli
MYC,REAC,R-HSA-9006931,Signaling by Nuclear Receptors
MYC,REAC,R-HSA-9006934,Signaling by Receptor Tyrosine Kinases
MYC,REAC,R-HSA-9006936,Signaling by TGFB family members
MYC,REAC,R-HSA-9018519,Estrogen-dependent gene expression
MYC,REAC,R-HSA-9616222,Transcriptional regulation of granulopoiesis
MYC,REAC,R-HSA-9711123,Cellular response to chemical stress
MYC,REAC,R-HSA-9755511,KEAP1-NFE2L2 pathway
MYC,REAC,R-HSA-9759194,Nuclear events mediated by NFE2L2
MYC,REAC,R-HSA-9759476,Regulation of Homotypic Cell-Cell Adhesion
MYC,REAC,R-HSA-9764265,Regulation of CDH1 Expression and Function
MYC,REAC,R-HSA-9764274,Regulation of Expression and Function of Type I Classical Cadherins
MYC,REAC,R-HSA-9764562,Regulation of CDH1 mRNA translation by microRNAs
MYC,REAC,R-HSA-9818749,Regulation of NFE2L2 gene expression
MYC,REAC,R-HSA-9909648,Regulation of PD-L1(CD274) expression
MYC,REAC,R-HSA-9909649,Regulation of PD-L1(CD274) transcription
CDK2,GO:BP,GO:0000082,G1/S transition of mitotic cell cycle
CDK2,GO:BP,GO:0000082,G1/S transition of mitotic cell cycle
CDK2,GO:BP,GO:0000082,G1/S transition of mitotic cell cycle
CDK2,GO:BP,GO:0000086,G2/M transition of mitotic cell cycle
CDK2,GO:BP,GO:0000122,negative regulation of transcription by RNA polymerase II
CDK2,GO:BP,GO:0000723,telomere maintenance
CDK2,GO:BP,GO:0006260,DNA replication
CDK2,GO:BP,GO:0006281,DNA repair
CDK2,GO:BP,GO:0006338,chromatin remodeling
CDK2,GO:BP,GO:0006351,DNA-templated transcription
CDK2,GO:BP,GO:0006468,protein phosphorylation
CDK2,GO:BP,GO:0006468,protein phosphorylation
CDK2,GO:BP,GO:0006813,potassium ion transport
CDK2,GO:BP,GO:0006974,DNA damage response
CDK2,GO:BP,GO:0007099,centriole replication
CDK2,GO:BP,GO:0007165,signal transduction
CDK2,GO:BP,GO:0007265,Ras protein signal transduction
CDK2,GO:BP,GO:0007346,regulation of mitotic cell cycle
CDK2,GO:BP,GO:0008284,positive regulation of cell population proliferation
CDK2,GO:BP,GO:0008284,positive regulation of cell population proliferation
CDK2,GO:BP,GO:0010389,regulation of G2/M transition of mitotic cell cycle
CDK2,GO:BP,GO:0010468,regulation of gene expression
CDK2,GO:BP,GO:0018105,peptidyl-serine phosphorylation
CDK2,GO:BP,GO:0031453,positive regulation of heterochromatin formation
CDK2,GO:BP,GO:0031571,mitotic G1 DNA damage checkpoint signaling
CDK2,GO:BP,GO:0031848,protection from non-homologous end joining at telomere
CDK2,GO:BP,GO:0032298,positive regulation of DNA-templated DNA replication initiation
CDK2,GO:BP,GO:0043247,telomere maintenance in response to DNA damage
CDK2,GO:BP,GO:0043247,telomere maintenance in response to DNA damage
CDK2,GO:BP,GO:0043687,post-translational protein modification
CDK2,GO:BP,GO:0045740,positive regulation of DNA replication
CDK2,GO:BP,GO:0045893,positive regulation of DNA-templated transcription
CDK2,GO:BP,GO:0051298,centrosome duplication
CDK2,GO:BP,GO:0051301,cell division
CDK2,GO:BP,GO:0051321,meiotic cell cycle
CDK2,GO:BP,GO:0051321,meiotic cell cycle
CDK2,GO:BP,GO:0071732,cellular response to nitric oxide
CDK2,GO:BP,GO:0090398,cellular senescence
CDK2,GO:BP,GO:1905784,regulation of anaphase-promoting complex-dependent catabolic process
CDK2,GO:MF,GO:0000166,nucleotide binding
CDK2,GO:MF,GO:0000287,magnesium ion binding
CDK2,GO:MF,GO:0004672,protein kinase activity
CDK2,GO:MF,GO:0004674,protein serine/threonine kinase activity
CDK2,GO:MF,GO:0004674,protein serine/threonine kinase activity
CDK2,GO:MF,GO:0004674,protein serine/threonine kinase activity
CDK2,GO:MF,GO:0004693,cyclin-dependent protein serine/threonine kinase activity
CDK2,GO:MF,GO:0004693,cyclin-dependent protein serine/threonine kinase activity
CDK2,GO:MF,GO:0004693,cyclin-dependent protein serine/threonine kinase activity
CDK2,GO:MF,GO:0004693,cyclin-dependent protein serine/threonine kinase activity
CDK2,GO:MF,GO:0005515,protein binding
CDK2,GO:MF,GO:0005524,ATP binding
CDK2,GO:MF,GO:0016301,kinase activity
CDK2,GO:MF,GO:0016740,transferase activity
CDK2,GO:MF,GO:0019904,protein domain specific binding
CDK2,GO:MF,GO:0030332,cyclin binding
CDK2,GO:MF,GO:0030332,cyclin binding
CDK2,GO:MF,GO:0030332,cyclin binding
CDK2,GO:MF,GO:0030332,cyclin binding
CDK2,GO:MF,GO:0035173,histone kinase activity
CDK2,GO:MF,GO:0046872,metal ion binding
CDK2,GO:MF,GO:0097472,cyclin-dependent protein kinase activity
CDK2,GO:MF,GO:0097472,cyclin-dependent protein kinase activity
CDK2,GO:MF,GO:0106310,protein serine kinase activity
CDK2,GO:CC,GO:0000307,cyclin-dependent protein kinase holoenzyme complex
CDK2,GO:CC,GO:0000307,cyclin-dependent protein kinase holoenzyme complex
CDK2,GO:CC,GO:0000307,cyclin-dependent protein kinase holoenzyme complex
CDK2,GO:CC,GO:0000781,"chromosome, telomeric region"
CDK2,GO:CC,GO:0000793,condensed chromosome
CDK2,GO:CC,GO:0000805,X chromosome
CDK2,GO:CC,GO:0000806,Y chromosome
CDK2,GO:CC,GO:0001673,male germ cell nucleus
CDK2,GO:CC,GO:0005634,nucleus
CDK2,GO:CC,GO:0005634,nucleus
CDK2,GO:CC,GO:0005634,nucleus
CDK2,GO:CC,GO:0005635,nuclear envelope
CDK2,GO:CC,GO:0005654,nucleoplasm
CDK2,GO:CC,GO:0005654,nucleoplasm
CDK2,GO:CC,GO:0005667,transcription regulator complex
CDK2,GO:CC,GO:0005737,cytoplasm
CDK2,GO:CC,GO:0005737,cytoplasm
CDK2,GO:CC,GO:0005737,cytoplasm
CDK2,GO:CC,GO:0005768,endosome
CDK2,GO:CC,GO:0005768,endosome
CDK2,GO:CC,GO:0005813,centrosome
CDK2,GO:CC,GO:0005813,centrosome
CDK2,GO:CC,GO:0005813,centrosome
CDK2,GO:CC,GO:0005829,cytosol
CDK2,GO:CC,GO:0005856,cytoskeleton
CDK2,GO:CC,GO:0015030,Cajal body
CDK2,GO:CC,GO:0015030,Cajal body
CDK2,GO:CC,GO:0097123,cyclin A1-CDK2 complex
CDK2,GO:CC,GO:0097123,cyclin A1-CDK2 complex
CDK2,GO:CC,GO:0097124,cyclin A2-CDK2 complex
CDK2,GO:CC,GO:0097124,cyclin A2-CDK2 complex
CDK2,GO:CC,GO:0097124,cyclin A2-CDK2 complex
CDK2,GO:CC,GO:0097134,cyclin E1-CDK2 complex
CDK2,GO:CC,GO:0097134,cyclin E1-CDK2 complex
CDK2,GO:CC,GO:0097135,cyclin E2-CDK2 complex
CDK2,GO:CC,GO:0097135,cyclin E2-CDK2 complex
CDK2,KEGG,hsa04068,FoxO signaling pathway - Homo sapiens (human)
CDK2,KEGG,hsa04110,Cell cycle - Homo sapiens (human)
CDK2,KEGG,hsa04114,Oocyte meiosis - Homo sapiens (human)
CDK2,KEGG,hsa04115,p53 signaling pathway - Homo sapiens (human)
CDK2,KEGG,hsa04151,PI3K-Akt signaling pathway - Homo sapiens (human)
CDK2,KEGG,hsa04218,Cellular senescence - Homo sapiens (human)
CDK2,KEGG,hsa04914,Progesterone-mediated oocyte maturation - Homo sapiens (human)
CDK2,KEGG,hsa04934,Cushing syndrome - Homo sapiens (human)
CDK2,KEGG,hsa05160,Hepatitis C - Homo sapiens (human)
CDK2,KEGG,hsa05161,Hepatitis B - Homo sapiens (human)
CDK2,KEGG,hsa05162,Measles - Homo sapiens (human)
CDK2,KEGG,hsa05165,Human papillomavirus infection - Homo sapiens (human)
CDK2,KEGG,hsa05166,Human T-cell leukemia virus 1 infection - Homo sapiens (human)
CDK2,KEGG,hsa05169,Epstein-Barr virus infection - Homo sapiens (human)
CDK2,KEGG,hsa05200,Pathways in cancer - Homo sapiens (human)
CDK2,KEGG,hsa05203,Viral carcinogenesis - Homo sapiens (human)
CDK2,KEGG,hsa05215,Prostate cancer - Homo sapiens (human)
CDK2,KEGG,hsa05222,Small cell lung cancer - Homo sapiens (human)
CDK2,KEGG,hsa05226,Gastric cancer - Homo sapiens (human)
CDK2,REAC,R-HSA-109582,Hemostasis
CDK2,REAC,R-HSA-1266738,Developmental Biology
CDK2,REAC,R-HSA-1474165,Reproduction
CDK2,REAC,R-HSA-1500620,Meiosis
CDK2,REAC,R-HSA-1538133,G0 and Early G1
CDK2,REAC,R-HSA-157579,Telomere Maintenance
CDK2,REAC,R-HSA-162582,Signal Transduction
CDK2,REAC,R-HSA-1640170,Cell Cycle
CDK2,REAC,R-HSA-1640170,Cell Cycle
CDK2,REAC,R-HSA-1643685,Disease
CDK2,REAC,R-HSA-171319,Telomere Extension By Telomerase
CDK2,REAC,R-HSA-174143,APC/C-mediated degradation of cell cycle proteins
CDK2,REAC,R-HSA-176187,Activation of ATR in response to replication stress
CDK2,REAC,R-HSA-176408,Regulation of APC/C activators between G1/S and early anaphase
CDK2,REAC,R-HSA-180786,Extension of Telomeres
CDK2,REAC,R-HSA-187577,SCF(Skp2)-mediated degradation of p27/p21
CDK2,REAC,R-HSA-212436,Generic Transcription Pathway
CDK2,REAC,R-HSA-2262752,Cellular responses to stress
CDK2,REAC,R-HSA-2559582,Senescence-Associated Secretory Phenotype (SASP)
CDK2,REAC,R-HSA-2559583,Cellular Senescence
CDK2,REAC,R-HSA-2559586,DNA Damage/Telomere Stress Induced Senescence
CDK2,REAC,R-HSA-3700989,Transcriptional Regulation by TP53
CDK2,REAC,R-HSA-453274,Mitotic G2-G2/M phases
CDK2,REAC,R-HSA-453276,Regulation of mitotic cell cycle
CDK2,REAC,R-HSA-453279,Mitotic G1 phase and G1/S transition
CDK2,REAC,R-HSA-5633007,Regulation of TP53 Activity
CDK2,REAC,R-HSA-5693532,DNA Double-Strand Break Repair
CDK2,REAC,R-HSA-5693538,Homology Directed Repair
CDK2,REAC,R-HSA-5693567,HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)
CDK2,REAC,R-HSA-5693607,Processing of DNA double-strand break ends
CDK2,REAC,R-HSA-6791312,TP53 Regulates Transcription of Cell Cycle Genes
CDK2,REAC,R-HSA-6804116,TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest
CDK2,REAC,R-HSA-6804756,Regulation of TP53 Activity through Phosphorylation
CDK2,REAC,R-HSA-6804757,Regulation of TP53 Degradation
CDK2,REAC,R-HSA-6806003,Regulation of TP53 Expression and Degradation
CDK2,REAC,R-HSA-68911,G2 Phase
CDK2,REAC,R-HSA-68949,Orc1 removal from chromatin
CDK2,REAC,R-HSA-68962,Activation of the pre-replicative complex
CDK2,REAC,R-HSA-69002,DNA Replication Pre-Initiation
CDK2,REAC,R-HSA-69017,CDK-mediated phosphorylation and removal of Cdc6
CDK2,REAC,R-HSA-69052,Switching of origins to a post-replicative state
CDK2,REAC,R-HSA-69200,Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes
CDK2,REAC,R-HSA-69202,Cyclin E associated events during G1/S transition 
CDK2,REAC,R-HSA-69206,G1/S Transition
CDK2,REAC,R-HSA-69231,Cyclin D associated events in G1
CDK2,REAC,R-HSA-69236,G1 Phase
CDK2,REAC,R-HSA-69239,Synthesis of DNA
CDK2,REAC,R-HSA-69242,S Phase
CDK2,REAC,R-HSA-69273,Cyclin A/B1/B2 associated events during G2/M transition
CDK2,REAC,R-HSA-69275,G2/M Transition
CDK2,REAC,R-HSA-69278,"Cell Cycle, Mitotic"
CDK2,REAC,R-HSA-69306,DNA Replication
CDK2,REAC,R-HSA-69481,G2/M Checkpoints
CDK2,REAC,R-HSA-69563,p53-Dependent G1 DNA Damage Response
CDK2,REAC,R-HSA-69580,p53-Dependent G1/S DNA damage checkpoint
CDK2,REAC,R-HSA-69615,G1/S DNA Damage Checkpoints
CDK2,REAC,R-HSA-69620,Cell Cycle Checkpoints
CDK2,REAC,R-HSA-69656,Cyclin A:Cdk2-associated events at S phase entry
CDK2,REAC,R-HSA-73857,RNA Polymerase II Transcription
CDK2,REAC,R-HSA-73886,Chromosome Maintenance
CDK2,REAC,R-HSA-73894,DNA Repair
CDK2,REAC,R-HSA-74160,Gene expression (Transcription)
CDK2,REAC,R-HSA-8848021,Signaling by PTK6
CDK2,REAC,R-HSA-8849470,PTK6 Regulates Cell Cycle
CDK2,REAC,R-HSA-8953897,Cellular responses to stimuli
CDK2,REAC,R-HSA-9006927,Signaling by Non-Receptor Tyrosine Kinases
CDK2,REAC,R-HSA-912446,Meiotic recombination
CDK2,REAC,R-HSA-9616222,Transcriptional regulation of granulopoiesis
CDK2,REAC,R-HSA-9659787,Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects
CDK2,REAC,R-HSA-9661069,"Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)"
CDK2,REAC,R-HSA-9675126,Diseases of mitotic cell cycle
CDK2,REAC,R-HSA-9687139,Aberrant regulation of mitotic cell cycle due to RB1 defects
CDK2,REAC,R-HSA-9730414,MITF-M-regulated melanocyte development
CDK2,REAC,R-HSA-9825892,Regulation of MITF-M-dependent genes involved in cell cycle and proliferation
CDK2,REAC,R-HSA-983231,Factors involved in megakaryocyte development and platelet production
CDK2,REAC,R-HSA-9856651,MITF-M-dependent gene expression
PTEN,GO:BP,GO:0001649,osteoblast differentiation
PTEN,GO:BP,GO:0006470,protein dephosphorylation
PTEN,GO:BP,GO:0006470,protein dephosphorylation
PTEN,GO:BP,GO:0006629,lipid metabolic process
PTEN,GO:BP,GO:0006661,phosphatidylinositol biosynthetic process
PTEN,GO:BP,GO:0006915,apoptotic process
PTEN,GO:BP,GO:0007056,spindle assembly involved in female meiosis
PTEN,GO:BP,GO:0007270,neuron-neuron synaptic transmission
PTEN,GO:BP,GO:0007399,nervous system development
PTEN,GO:BP,GO:0007416,synapse assembly
PTEN,GO:BP,GO:0007417,central nervous system development
PTEN,GO:BP,GO:0007507,heart development
PTEN,GO:BP,GO:0007611,learning or memory
PTEN,GO:BP,GO:0007626,locomotory behavior
PTEN,GO:BP,GO:0008284,positive regulation of cell population proliferation
PTEN,GO:BP,GO:0008285,negative regulation of cell population proliferation
PTEN,GO:BP,GO:0008285,negative regulation of cell population proliferation
PTEN,GO:BP,GO:0008285,negative regulation of cell population proliferation
PTEN,GO:BP,GO:0009966,regulation of signal transduction
PTEN,GO:BP,GO:0010604,positive regulation of macromolecule metabolic process
PTEN,GO:BP,GO:0010648,negative regulation of cell communication
PTEN,GO:BP,GO:0010719,negative regulation of epithelial to mesenchymal transition
PTEN,GO:BP,GO:0010975,regulation of neuron projection development
PTEN,GO:BP,GO:0010977,negative regulation of neuron projection development
PTEN,GO:BP,GO:0016477,cell migration
PTEN,GO:BP,GO:0021542,dentate gyrus development
PTEN,GO:BP,GO:0021955,central nervous system neuron axonogenesis
PTEN,GO:BP,GO:0023057,negative regulation of signaling
PTEN,GO:BP,GO:0030336,negative regulation of cell migration
PTEN,GO:BP,GO:0030534,adult behavior
PTEN,GO:BP,GO:0031647,regulation of protein stability
PTEN,GO:BP,GO:0032286,central nervous system myelin maintenance
PTEN,GO:BP,GO:0033137,negative regulation of peptidyl-serine phosphorylation
PTEN,GO:BP,GO:0033555,multicellular organismal response to stress
PTEN,GO:BP,GO:0035176,social behavior
PTEN,GO:BP,GO:0042711,maternal behavior
PTEN,GO:BP,GO:0043491,phosphatidylinositol 3-kinase/protein kinase B signal transduction
PTEN,GO:BP,GO:0045475,locomotor rhythm
PTEN,GO:BP,GO:0045595,regulation of cell differentiation
PTEN,GO:BP,GO:0045668,negative regulation of osteoblast differentiation
PTEN,GO:BP,GO:0045792,negative regulation of cell size
PTEN,GO:BP,GO:0045944,positive regulation of transcription by RNA polymerase II
PTEN,GO:BP,GO:0046621,negative regulation of organ growth
PTEN,GO:BP,GO:0046856,phosphatidylinositol dephosphorylation
PTEN,GO:BP,GO:0046856,phosphatidylinositol dephosphorylation
PTEN,GO:BP,GO:0046856,phosphatidylinositol dephosphorylation
PTEN,GO:BP,GO:0046856,phosphatidylinositol dephosphorylation
PTEN,GO:BP,GO:0048853,forebrain morphogenesis
PTEN,GO:BP,GO:0048870,cell motility
PTEN,GO:BP,GO:0050771,negative regulation of axonogenesis
PTEN,GO:BP,GO:0050821,protein stabilization
PTEN,GO:BP,GO:0051093,negative regulation of developmental process
PTEN,GO:BP,GO:0051129,negative regulation of cellular component organization
PTEN,GO:BP,GO:0051241,negative regulation of multicellular organismal process
PTEN,GO:BP,GO:0051548,negative regulation of keratinocyte migration
PTEN,GO:BP,GO:0051726,regulation of cell cycle
PTEN,GO:BP,GO:0051895,negative regulation of focal adhesion assembly
PTEN,GO:BP,GO:0051896,regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction
PTEN,GO:BP,GO:0051898,negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction
PTEN,GO:BP,GO:0051898,negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction
PTEN,GO:BP,GO:0051898,negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction
PTEN,GO:BP,GO:0051898,negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction
PTEN,GO:BP,GO:0051898,negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction
PTEN,GO:BP,GO:0051898,negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction
PTEN,GO:BP,GO:0060024,rhythmic synaptic transmission
PTEN,GO:BP,GO:0060074,synapse maturation
PTEN,GO:BP,GO:0060134,prepulse inhibition
PTEN,GO:BP,GO:0060997,dendritic spine morphogenesis
PTEN,GO:BP,GO:0065008,regulation of biological quality
PTEN,GO:BP,GO:0071257,cellular response to electrical stimulus
PTEN,GO:BP,GO:0090394,negative regulation of excitatory postsynaptic potential
PTEN,GO:BP,GO:0097105,presynaptic membrane assembly
PTEN,GO:BP,GO:0097107,postsynaptic density assembly
PTEN,GO:BP,GO:1902533,positive regulation of intracellular signal transduction
PTEN,GO:BP,GO:1902807,negative regulation of cell cycle G1/S phase transition
PTEN,GO:BP,GO:1903690,"negative regulation of wound healing, spreading of epidermal cells"
PTEN,GO:BP,GO:1904706,negative regulation of vascular associated smooth muscle cell proliferation
PTEN,GO:BP,GO:2000060,positive regulation of ubiquitin-dependent protein catabolic process
PTEN,GO:BP,GO:2000134,negative regulation of G1/S transition of mitotic cell cycle
PTEN,GO:BP,GO:2000463,positive regulation of excitatory postsynaptic potential
PTEN,GO:BP,GO:2000773,negative regulation of cellular senescence
PTEN,GO:BP,GO:2000808,negative regulation of synaptic vesicle clustering
PTEN,GO:MF,GO:0004438,phosphatidylinositol-3-phosphate phosphatase activity
PTEN,GO:MF,GO:0004721,phosphoprotein phosphatase activity
PTEN,GO:MF,GO:0004721,phosphoprotein phosphatase activity
PTEN,GO:MF,GO:0004722,protein serine/threonine phosphatase activity
PTEN,GO:MF,GO:0004722,protein serine/threonine phosphatase activity
PTEN,GO:MF,GO:0004725,protein tyrosine phosphatase activity
PTEN,GO:MF,GO:0004725,protein tyrosine phosphatase activity
PTEN,GO:MF,GO:0004725,protein tyrosine phosphatase activity
PTEN,GO:MF,GO:0005515,protein binding
PTEN,GO:MF,GO:0008013,beta-catenin binding
PTEN,GO:MF,GO:0008289,lipid binding
PTEN,GO:MF,GO:0010997,anaphase-promoting complex binding
PTEN,GO:MF,GO:0016314,"phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase activity"
PTEN,GO:MF,GO:0016314,"phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase activity"
PTEN,GO:MF,GO:0016314,"phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase activity"
PTEN,GO:MF,GO:0016314,"phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase activity"
PTEN,GO:MF,GO:0016787,hydrolase activity
PTEN,GO:MF,GO:0016791,phosphatase activity
PTEN,GO:MF,GO:0019899,enzyme binding
PTEN,GO:MF,GO:0019899,enzyme binding
PTEN,GO:MF,GO:0030165,PDZ domain binding
PTEN,GO:MF,GO:0030351,"inositol-1,3,4,5,6-pentakisphosphate 3-phosphatase activity"
PTEN,GO:MF,GO:0042802,identical protein binding
PTEN,GO:MF,GO:0051717,"inositol-1,3,4,5-tetrakisphosphate 3-phosphatase activity"
PTEN,GO:MF,GO:0051717,"inositol-1,3,4,5-tetrakisphosphate 3-phosphatase activity"
PTEN,GO:MF,GO:0051800,"phosphatidylinositol-3,4-bisphosphate 3-phosphatase activity"
PTEN,GO:MF,GO:0051800,"phosphatidylinositol-3,4-bisphosphate 3-phosphatase activity"
PTEN,GO:MF,GO:0051800,"phosphatidylinositol-3,4-bisphosphate 3-phosphatase activity"
PTEN,GO:MF,GO:0052866,phosphatidylinositol phosphate phosphatase activity
PTEN,GO:MF,GO:0140678,molecular function inhibitor activity
PTEN,GO:MF,GO:1990381,ubiquitin-specific protease binding
PTEN,GO:MF,GO:1990757,ubiquitin ligase activator activity
PTEN,GO:CC,GO:0005576,extracellular region
PTEN,GO:CC,GO:0005634,nucleus
PTEN,GO:CC,GO:0005634,nucleus
PTEN,GO:CC,GO:0005634,nucleus
PTEN,GO:CC,GO:0005654,nucleoplasm
PTEN,GO:CC,GO:0005654,nucleoplasm
PTEN,GO:CC,GO:0005737,cytoplasm
PTEN,GO:CC,GO:0005737,cytoplasm
PTEN,GO:CC,GO:0005737,cytoplasm
PTEN,GO:CC,GO:0005829,cytosol
PTEN,GO:CC,GO:0005829,cytosol
PTEN,GO:CC,GO:0005829,cytosol
PTEN,GO:CC,GO:0005886,plasma membrane
PTEN,GO:CC,GO:0005886,plasma membrane
PTEN,GO:CC,GO:0009898,cytoplasmic side of plasma membrane
PTEN,GO:CC,GO:0014069,postsynaptic density
PTEN,GO:CC,GO:0016324,apical plasma membrane
PTEN,GO:CC,GO:0016605,PML body
PTEN,GO:CC,GO:0035749,myelin sheath adaxonal region
PTEN,GO:CC,GO:0042995,cell projection
PTEN,GO:CC,GO:0042995,cell projection
PTEN,GO:CC,GO:0042995,cell projection
PTEN,GO:CC,GO:0043005,neuron projection
PTEN,GO:CC,GO:0043197,dendritic spine
PTEN,GO:CC,GO:0043220,Schmidt-Lanterman incisure
PTEN,GO:CC,GO:0045202,synapse
PTEN,KEGG,hsa00562,Inositol phosphate metabolism - Homo sapiens (human)
PTEN,KEGG,hsa04068,FoxO signaling pathway - Homo sapiens (human)
PTEN,KEGG,hsa04070,Phosphatidylinositol signaling system - Homo sapiens (human)
PTEN,KEGG,hsa04071,Sphingolipid signaling pathway - Homo sapiens (human)
PTEN,KEGG,hsa04115,p53 signaling pathway - Homo sapiens (human)
PTEN,KEGG,hsa04140,Autophagy - animal - Homo sapiens (human)
PTEN,KEGG,hsa04150,mTOR signaling pathway - Homo sapiens (human)
PTEN,KEGG,hsa04151,PI3K-Akt signaling pathway - Homo sapiens (human)
PTEN,KEGG,hsa04218,Cellular senescence - Homo sapiens (human)
PTEN,KEGG,hsa04510,Focal adhesion - Homo sapiens (human)
PTEN,KEGG,hsa04931,Insulin resistance - Homo sapiens (human)
PTEN,KEGG,hsa05165,Human papillomavirus infection - Homo sapiens (human)
PTEN,KEGG,hsa05166,Human T-cell leukemia virus 1 infection - Homo sapiens (human)
PTEN,KEGG,hsa05200,Pathways in cancer - Homo sapiens (human)
PTEN,KEGG,hsa05206,MicroRNAs in cancer - Homo sapiens (human)
PTEN,KEGG,hsa05213,Endometrial cancer - Homo sapiens (human)
PTEN,KEGG,hsa05214,Glioma - Homo sapiens (human)
PTEN,KEGG,hsa05215,Prostate cancer - Homo sapiens (human)
PTEN,KEGG,hsa05218,Melanoma - Homo sapiens (human)
PTEN,KEGG,hsa05222,Small cell lung cancer - Homo sapiens (human)
PTEN,KEGG,hsa05224,Breast cancer - Homo sapiens (human)
PTEN,KEGG,hsa05225,Hepatocellular carcinoma - Homo sapiens (human)
PTEN,KEGG,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
PTEN,KEGG,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)
PTEN,KEGG,hsa05415,Diabetic cardiomyopathy - Homo sapiens (human)
AKT1,GO:BP,GO:0001649,osteoblast differentiation
AKT1,GO:BP,GO:0001649,osteoblast differentiation
AKT1,GO:BP,GO:0001893,maternal placenta development
AKT1,GO:BP,GO:0001938,positive regulation of endothelial cell proliferation
AKT1,GO:BP,GO:0002042,cell migration involved in sprouting angiogenesis
AKT1,GO:BP,GO:0002181,cytoplasmic translation
AKT1,GO:BP,GO:0002430,complement receptor mediated signaling pathway
AKT1,GO:BP,GO:0003376,sphingosine-1-phosphate receptor signaling pathway
AKT1,GO:BP,GO:0005977,glycogen metabolic process
AKT1,GO:BP,GO:0005977,glycogen metabolic process
AKT1,GO:BP,GO:0005978,glycogen biosynthetic process
AKT1,GO:BP,GO:0005979,regulation of glycogen biosynthetic process
AKT1,GO:BP,GO:0006006,glucose metabolic process
AKT1,GO:BP,GO:0006006,glucose metabolic process
AKT1,GO:BP,GO:0006094,gluconeogenesis
AKT1,GO:BP,GO:0006413,translational initiation
AKT1,GO:BP,GO:0006417,regulation of translation
AKT1,GO:BP,GO:0006468,protein phosphorylation
AKT1,GO:BP,GO:0006468,protein phosphorylation
AKT1,GO:BP,GO:0006511,ubiquitin-dependent protein catabolic process
AKT1,GO:BP,GO:0006606,protein import into nucleus
AKT1,GO:BP,GO:0006607,NLS-bearing protein import into nucleus
AKT1,GO:BP,GO:0006809,nitric oxide biosynthetic process
AKT1,GO:BP,GO:0006888,endoplasmic reticulum to Golgi vesicle-mediated transport
AKT1,GO:BP,GO:0006893,Golgi to plasma membrane transport
AKT1,GO:BP,GO:0006915,apoptotic process
AKT1,GO:BP,GO:0006924,activation-induced cell death of T cells
AKT1,GO:BP,GO:0006954,inflammatory response
AKT1,GO:BP,GO:0006979,response to oxidative stress
AKT1,GO:BP,GO:0007165,signal transduction
AKT1,GO:BP,GO:0007173,epidermal growth factor receptor signaling pathway
AKT1,GO:BP,GO:0007173,epidermal growth factor receptor signaling pathway
AKT1,GO:BP,GO:0007186,G protein-coupled receptor signaling pathway
AKT1,GO:BP,GO:0007281,germ cell development
AKT1,GO:BP,GO:0007399,nervous system development
AKT1,GO:BP,GO:0008283,cell population proliferation
AKT1,GO:BP,GO:0008286,insulin receptor signaling pathway
AKT1,GO:BP,GO:0008286,insulin receptor signaling pathway
AKT1,GO:BP,GO:0008286,insulin receptor signaling pathway
AKT1,GO:BP,GO:0008286,insulin receptor signaling pathway
AKT1,GO:BP,GO:0008637,apoptotic mitochondrial changes
AKT1,GO:BP,GO:0009267,cellular response to starvation
AKT1,GO:BP,GO:0009408,response to heat
